ID,SwitchName,Port,Status,SystemName_Port,SystemWWN,AirRackName,AirRackPort
1984,L1-G620-126AJ-SW48_VS50,0_15,,OLCN1_02_05,50:00:09:73:98:02:84:45,132AZ_AIR/62 AI_MDA,B_P02
1985,L1-G620-126AJ-SW48_VS50,0_16,,OLCN1_03_04,50:00:09:73:98:02:84:84,132AZ_AIR/62 AI_MDA,D_P03
1986,L1-G620-126AJ-SW48_VS50,0_17,,OWAN1_03_04,50:00:09:73:B0:01:44:84,132AZ_AIR/62 AI_MDA,D_P06
1987,L1-G620-126AJ-SW48_VS50,0_18,,OWAN1_02_04,50:00:09:73:B0:01:44:44,132AZ_AIR/62 AI_MDA,E_P09
1988,L1-G620-126AJ-SW48_VS50,0_19,,OLCN1_03_05,50:00:09:73:98:02:84:85,132AZ_AIR/62 AI_MDA,E_P10
1989,L1-G620-126AJ-SW48_VS50,0_20,,DQAJ069_S4_P0,10:00:00:10:9B:56:67:3E,146AL_AIR/62AH_MDA,H_P09
1990,L1-G620-126AJ-SW48_VS50,0_21,,DQAJ069_S4_P1,10:00:00:10:9B:56:67:3F,146AL_AIR/62AH_MDA,H_P10
1991,L1-G620-126AJ-SW48_VS50,0_22,,DQAJ069_S1_P0,10:00:00:10:9B:56:9E:40,146AM_AIR/62AH_MDA,N_P01
1992,L1-G620-126AJ-SW48_VS50,0_23,,DQAJ069_S1_P1,10:00:00:10:9B:56:9E:41,146AM_AIR/62AH_MDA,N_P02
1993,L1-G620-126AJ-SW48_VS50,0_24,,DQAJ069_S2_P0,10:00:00:10:9B:56:42:0A,146AM_AIR/62AH_MDA,N_P03
1994,L1-G620-126AJ-SW48_VS50,0_25,,DQAJ069_S2_P1,10:00:00:10:9B:56:42:0B,146AM_AIR/62AH_MDA,N_P04
1995,L1-G620-126AJ-SW48_VS50,0_26,,DQAJ069_S7_P0,10:00:00:10:9B:56:9E:51,146AM_AIR/62AH_MDA,N_P05
1996,L1-G620-126AJ-SW48_VS50,0_27,,DQAJ069_S7_P1,10:00:00:10:9B:56:9E:52,146AM_AIR/62AH_MDA,N_P06
1997,L1-G620-126AJ-SW48_VS50,0_28,,OLCN1_02_07,50:00:09:73:98:02:84:47,132AZ_AIR/62 AI_MDA,C_P08
1998,L1-G620-126AJ-SW48_VS50,0_29,,OLCN1_03_07,50:00:09:73:98:02:84:87,132AZ_AIR/62 AI_MDA,C_P09
1999,L1-G620-126AJ-SW48_VS50,0_30,,OWAN1_02_07,50:00:09:73:B0:01:44:47,132AZ_AIR/62 AI_MDA,C_P12
2000,L1-G620-126AJ-SW48_VS50,0_31,,OWAN1_03_07,50:00:09:73:B0:01:44:87,132AZ_AIR/62 AI_MDA,D_P01
2001,L1-G620-126AJ-SW48_VS50,0_32,,OLCN1_02_06,50:00:09:73:98:02:84:46,132AZ_AIR/62 AI_MDA,E_P11
2002,L1-G620-126AJ-SW48_VS50,0_33,,OLCN1_03_06,50:00:09:73:98:02:84:86,132AZ_AIR/62 AI_MDA,E_P12
2003,L1-G620-126AJ-SW48_VS50,0_34,RITM0490173,OWAN1_02_06,,132AZ_AIR/62 AI_MDA,F_P02
2004,L1-G620-126AJ-SW48_VS50,0_35,RITM0490173,OWAN1_03_06,,132AZ_AIR/62 AI_MDA,F_P03
2005,L1-G620-126AJ-SW48_VS50,0_36,Online, ,, , 
2006,L1-G620-126AJ-SW48_VS50,0_37,Online,OWCN1_01_05,,132AZ_AIR/62 AI_MDA,H_P05
2007,L1-G620-126AJ-SW48_VS50,0_38,Open,OWCN1_02_05,,132AZ_AIR/62 AI_MDA,H_P09
2008,L1-G620-126AJ-SW48_VS50,0_39,Open, ,, , 
2009,L1-G620-126AJ-SW48_VS50,0_40,Open, ,, , 
2010,L1-G620-126AJ-SW48_VS50,0_41,Open, ,, , 
2011,L1-G620-126AJ-SW48_VS50,0_42,Open, ,, , 
2012,L1-G620-126AJ-SW48_VS50,0_43,Open, ,, , 
2013,L1-G620-126AJ-SW48_VS50,0_44,Open, ,, , 
2014,L1-G620-126AJ-SW48_VS50,0_45,Open, ,, , 
2015,L1-G620-126AJ-SW48_VS50,0_46,Open, ,, , 
2016,L1-G620-126AJ-SW48_VS50,0_47,Open, ,, , 
